content,polarity,agreement
"Yo por mi parte pido perdón por ese comportamiento! Que aunque sea con razón, nunca es justificable... Buenas tardes!",NEU,DISAGREEMENT
Cuatro aseos públicos para todo Madrid Río. Marisa de Ybarra reclama más dotaciones en el recinto: http://t.co/24o9nvWv,N,DISAGREEMENT
El PP intento quitar el PER en 2002. Hay 500.000 trabajadores afectados. ¿Que les espera?¿El silencio d Guindos o la tijera d Montoro? #25M,N+,AGREEMENT
Esto tiene sentido? La inversión en Defensa vuelve a crecer en 2011:http://t.co/OAs9dLqY,NEU,DISAGREEMENT
Encuentro con el sector de la venta ambulante #elcambioandaluz (@ Partido Popular de Málaga w/ @jfgesp) http://t.co/9VgREsxk,NONE,AGREEMENT
Y el que no tenga planes #AGaliciaEnSemanaSanta... porque es una maravilla y se come de lujo,P+,AGREEMENT
Según Europa Press la entrevista de Camps  a Telva http://t.co/u9jUQaR7 es como una gran petición de empleo a Rajoy  http://t.co/vKQvx7ba,NEU,AGREEMENT
RT“@pablo_ordaz: @carlosecue En Italia se anuló la compra de 41 cazas y hay un plan para reducir las tropas en un 30%...”,NONE,AGREEMENT
"""@LikermiMinerva: @abasagoiti Me parece ridículo.... Estamos llegando a punto que ... Odio los extremi....."" Lo de ridículo es muy acertado.",N+,AGREEMENT
Ya sé que no les gustará. El Guadiana queda en manos de Castilla La Mancha. Y Monago calla.  http://t.co/KYljgdgW vía @GFVara,N,AGREEMENT
"Defendemos los servicios públicos y el salario social, que creamos en Asturias,  frente a la crisis,",P,DISAGREEMENT
Asi es ;-)) RT @Luis_Verde: @Andreita_ae @mariviromero nunca me puse tan colorao!! Nos keremos!!,P,AGREEMENT
#videoyañez El PSOE denuncia el vídeo de la ministra sobre la reforma laboral. Estas ofensivas audiovisuales las ... http://t.co/wanY5onx,N+,AGREEMENT
A por las dos últimas semanas en Madrid con #yeswespainISDIFFERENT !!!;) -12 funciones!,P,AGREEMENT
"Hace 17 horas que la policía francesa mantiene cercado a Merah. Pase lo que pase, así se actua cuando se quiere capturar a alguien vivo.",P,DISAGREEMENT
Caramba con el papá de Ivan!! Chaves: 'La democracia peligra si el PP gana el 25M' http://t.co/OLTwArGt vía @elmundoes,N,DISAGREEMENT
"Saludo especial a mis twitteros. Paula Vázquez: ""Tengo muy claro que no vamos a defraudar"" http://t.co/NIt4hFJI vía @antena3com",P+,AGREEMENT
"En nuestro programa no aparecen ni las vacaciones gratis de amas de casa ni viviendas gratis, si ofrecemos un pacto por el empleo a todos.",NEU,DISAGREEMENT
Mi familia para @VanityFair España http://t.co/q6tdYrPT,NONE,AGREEMENT
Wassonita! http://t.co/ON5wLs6E,NONE,AGREEMENT
Hay Liga.,NONE,AGREEMENT
"Pedazo d arbitro, k arte para sacar amarillas y rojas. Si el truco es ese, k le den el titulo ya al barca y nos dedicamos a otra cosa",N+,AGREEMENT
"Ahora bien dicho lo cual, pese a todo ganaremos la liga, con un arbitraje normalito k solo nos eche a uno, ganamos d calle en el nou camp",P,AGREEMENT
"Victoria del #Atleti y estreno de la ""Guía Catálogo de la Semana Santa"" de Gutiérrez Aragón en @giraldatv.La noche no ha estado mal.Clic.",P+,AGREEMENT
"El Madrid, conspiraciones, neutralidad de la justicia, presiones mediáticas, periodistas como promotores de noticias... http://t.co/Euyr0BlM",N,AGREEMENT
"Buenas noches twitteros,como me gusta el twitter y cuanto segundon y perdidos en la vida q hay,jajjajajajajajajajaa besos y amapolas.",P,DISAGREEMENT
Buenos días a todos!,NONE,AGREEMENT
Buenos días! De camino a Los Desayunos de TVE con @anapastor_tve @anabaptismo .-e,NONE,AGREEMENT
Malas noticias para los autónomos y pymes. http://t.co/EFB1tmZB,N+,AGREEMENT
La gente está sobrecogidahttp://t.co/cGVyaibU,N,AGREEMENT
"http://t.co/s52ITUlB Este censo es una actitud Nazi, aunque tengan votos como Hitler, y aunque sus SS hayan anunciado no pegar tiros.",NEU,DISAGREEMENT
"Claro!! RT @Elvis_Santos_: Marta, Acción contra el hambre lanza hoy esta acción, nos ayudas a moverla? #hazqueseoiga http://t.co/nXPlmPoF",P+,AGREEMENT
Según el relato de EP la única presión que se materializó fue regalarle a una de las rumanas una camiseta del Madrid. Pólvora en salvas.,N+,AGREEMENT
En unos minutos comenzamos el Consejo de Gobierno #CLM,NONE,AGREEMENT
"Bueno, va a haber que ponerse a ello.",NONE,AGREEMENT
RT @cruzrojamadrid: ¿Sabías que más de 780 millones de personas no tienen acceso a agua potable? #AguaJusta #DíaMundialdelAgua,N+,AGREEMENT
"Los andaluces tenemos dcho a conocer otro gobierno, un gobierno de los mejores, el gobierno del cambio con @javierarenas_pp y el @ppandaluz",P+,AGREEMENT
Buenos días familia!!! Os deseo un feliz día!;-),P+,AGREEMENT
"Metieron miedo a los agricultores con el PER, @fatimabanez lo ha garantizado, 215 millones de € destinados para el PER en Andalucía.",NEU,DISAGREEMENT
El fraude ERE hace un enorme daño a la imagen de Andalucía. No hay dcho q el reparto secreto del dinero público nos dañe a los andaluces.,N+,AGREEMENT
"http://t.co/fmwYPAXy Diséñame una camiseta, anda....",NONE,AGREEMENT
#jueveslaico ya es trending topic. Gracias.,P,AGREEMENT
#BurgosTróspido,NONE,AGREEMENT
Cimborrio #BurgosTróspido,NONE,AGREEMENT
"Injusto Cendoya, ni es, ni vive en CLM Un columnista ataca duramente a Cospedal http://t.co/zXfjlLsG vía @eldigitalcastillalamancha",N,AGREEMENT
RT @Mari_Estopera:Yo me iba a ir a limpiar hasta que descubri el concurso de @Buenafuente y aqui me teneis pensando que poner en la camiseta,P,AGREEMENT
"ja,jaRT @MartaShock: @Buenafuente Nunca pensé q diria esto pero, no hago mas q pensar en la ropa q llevaras el día del estreno,a mi edad....",NEU,AGREEMENT
Os pedimos vuestra confianza para un proyecto ilusionante que revolucionará Andalucía y la convertirá en referencia en España y Europa.,P+,AGREEMENT
"Haremos una auditoría de listas de espera, actualmente maquilladas por el PSOE, y elaboraremos carta única de servicios para los andaluces.",NEU,DISAGREEMENT
Capea en el Congreso.....,NONE,AGREEMENT
SOLO QUEDAN 4 DÍAS para que empiece #ELNUMEROUNO,NONE,AGREEMENT
Esta mañana me he acercado al IES Batalla de Clavijo para participar en maratón poético http://t.co/nY8A2go8,NONE,AGREEMENT
El terrorismo vinculado al fanatismo religioso vuelve a azotar l mundo.Hasta cuando vamos a seguir con el buenísimo y ls bandos interesados?,N+,AGREEMENT
Inaugurado el #Mercadona del ABC de Serrano. El Barrio de Salamanca se proletariza.,P,AGREEMENT
Recomiendo a los alumnos de Comunicación de la @universidadcjc seguir #iredes van a aprender mucho ;),P+,AGREEMENT
En @Captura ANDREU BUENAFUENTE (@Buenafuente) _ mujer pastel http://t.co/3acRpp77,NONE,AGREEMENT
Lo de retuitear a la competencia me parece que es una utopía entre los medios españoles y ya se ha comprobado en muchas ocasiones #iredes,NEU,AGREEMENT
Reflexión del día: los hay consortes y los hay con suerte.,P+,AGREEMENT
Con @eliasbendodo @francissalado @margadcm #elcambioandaluz (@ Jardín De Agua) [pic]: http://t.co/dTfWEmw5,NONE,AGREEMENT
Mentiras y cintas de video. La Junta Electoral ordena retirar el video del Ministerio de Trabajo. Claro!!!!,N,AGREEMENT
Antes del 20N el fichaje del  marido de Soraya por Telefónica habría sido inobjetable. Lo feo es que coincida con su llegada al poder.,N,AGREEMENT
#seveiavenir ...RT @europapress_es: La Junta Electoral ordena retirar el vídeo del Gobierno sobre la #reformalaboral - http://t.co/SlxErgTa,NONE,AGREEMENT
La universidad hoy debe abandonar la burbuja y participar en la conversación #iredes,N,AGREEMENT
Bien está celebrar el Día Mundial del Agua pero urge el Día Mundial del Grifo para no derrochar a litros lo que cuesta muchas gotas.,NEU,DISAGREEMENT
"él, @jcarlosperezj es el capitán de esas Promos junto a su equipo de TVE...",NONE,AGREEMENT
"Irene Villa: """"El aborto no es un derecho de la mujer; es un martirio"". @TelediarioInter 20:30",N+,AGREEMENT
"Cómo emprender en 60 minutos http://t.co/qWwT8x2C Lunes, a las 19 horas, en @CIBBVA @LaRedInnova",P+,AGREEMENT
"Viendo intervenciones PSOEAsamblea, Mucho daño ha hecho la gran intervención de @luciafigar  #reformalaboral:  http://t.co/CBrk92FR #escuece",N+,AGREEMENT
"ERC: los toros en Cataluña, con la Legión. @TelediarioInter 20:30",NONE,AGREEMENT
Hoy en @hora25 a las 22:00 la muerte del asesino de Tolousse y la Ley de Transparencia que mañana aprueba el gobierno,NEU,DISAGREEMENT
"Me pregunto si el tipo que coloca el cartel amarillo de ""peligro, suelo deslizante"", no se cae al llegar al centro del charco.",NEU,AGREEMENT
"Veo q la tortilla de patatas provoca grandes debates, diré que me gusta poco cuajada, con el huevo un poco crudo por dentro y no muy ancha.",NEU,AGREEMENT
NO JODAS... SÍ? RT @Vale_trad: Acabo de ver a @Buenafuente por el Raval!,NONE,AGREEMENT
"PECES BARBA ?RT @lvicmartin: ""@dexmith: @Buenafuente @ClaraZumo Sin barba pareces Berto.""sin Berto pareces.... ¿barba?",NONE,AGREEMENT
"Sólo Grecia, Malta, Chipre y España no tienen leyes d transparencia en Europa. ZP la prometió y se quedó en promesa. Opacidad=Corrupción.",N+,AGREEMENT
;-)) seguimos ;-)) RT @victorggpp: @Martarinconpp @jotacarmona_es @mariviromero @MerceGonzalezM equipo irrepetible,P+,AGREEMENT
Gracias a ti por regalarnos algo tan precioso ;-)) RT @jonatansantos: @mariviromero Gracias guapa!,P+,AGREEMENT
Un político faltón y desabrido ha emplazado hoy a EM a que aporte pruebas de que la policía le está investigando. Pronto las tendrá.,N+,AGREEMENT
Telefónica contrata a marido d la Vicep. del Gobierno y a esposa del Sec. Gral. del PSOE en el Congreso. NEPOTISMO Y TRAFICO  INFLUENCIAS,N+,AGREEMENT
Ofreceremos un pacto por el empleo con sindicatos y autónomos a toda la sociedad.,P,AGREEMENT
"Con @javierarenas_pp, los tiempos q vienen son de construcción, confianza, colaboración y corresponsabilidad para levantar nuestra tierra.",P+,AGREEMENT
"Éxito d l presidenta @mdcospedal, en solo 6 meses ha reducido la deuda de C-LM en 378millones de http://t.co/JBocVCmm",P,DISAGREEMENT
"RT @magisiglesias: @sevillajordi Mañana viernes 12,30 con alumnos CC Políticas Uni Carlos3. Nos explicará ""para qué sirve hoy la política"".",NONE,AGREEMENT
"Con @javierarenas_pp ha llegado la hora del cambio y de las oportunidades, pq el futuro Gobierno del cambio está comprometido con Andalucía.",P+,AGREEMENT
Mi tercer #FF va dedicado a los interventores y apoderados q el próximo domingo realizarán una importantísima labor x el cambio en Andalucía,P+,AGREEMENT
Acto en Sevilla con calor y compromiso. Llegamos a Huelva para fin de campaña. #25MRebélate,P,AGREEMENT
“@marilink: La foto del dia: @gallir pidiéndole autógrafo a @ristomejide http://t.co/GYKid3Vo” Menéame ahora...,P,AGREEMENT
"Ahora sí, hasta mañana y recordad: se acerca el invierno...",NONE,AGREEMENT
Y con esta estrategia sorprendente me despido esta noche. :)))un abrazo ;) RT @Arghe06: (cont) http://t.co/vaKkZypq,P,AGREEMENT
La ducha escocesa en q se mueve nuestra economía (optimismo/pesimismo) puede durar mucho tiempo. Momento d dudas y signos contradictorios.,N+,AGREEMENT
"Es el 23 marzo el Día Meteorológico Mundial, porque fue este día en 1950 cuando entró en vigor el convenio por el que se estableció la OMM",NONE,AGREEMENT
Hoya las 09:00 horas participaré en el debate de @EspejoPublico de Antena3TV,NONE,AGREEMENT
"http://t.co/iBkRzDGNvideocapítulo del concierto de Veracruz, homenajeando a otro gran poeta mexicano, Agustín Lara.",P+,AGREEMENT
Portada QUÉ!  http://t.co/l8PEbXU2,NONE,AGREEMENT
Un municipio de Guerrero confirma dos muertos por el terremoto de hace 2 días http://t.co/M5qP30uq,N+,AGREEMENT
El ritual #saisoibelearmatiropun,NONE,AGREEMENT
"Lo mejor es que me encuentro muy bien de la voz pese a todos los viajes y la promoción tan intensa que hemos tenido, estoy muy contento.",P,AGREEMENT
#Picasso sienta a #Málaga en el diván @teoleongross  http://t.co/9sHK79JO,NONE,AGREEMENT
Recomendable articulo de @juanlusanchez sobre la ley de transparencia http://t.co/a0CYTHPI,P,AGREEMENT
Si los andaluces y andaluzas así lo quieren el 26-M habrá otra forma de gobernar en Andalucía q trabajará desde el minuto uno x esta tierra.,P,AGREEMENT
Si conseguimos la holgada mayoría que necesita el CAMBIO trabajaremos desde el minuto uno para ganar la partida al PARO y a la CRISIS.,P+,AGREEMENT
Concentración !!! RT @Alfredo_Gaga: @Buenafuente Hola!! La clase de informática es un coñazo..  @MaRiia_McFly y @BrigidaBuendia,N,AGREEMENT
Camino de Lagreo. Último día de campaña electoral,NONE,AGREEMENT
Este finde pasamos ya al horario de verano!!! siiii!,P,AGREEMENT
"Oreja pide a Rajoy que ""rompa"" con la ""secuela de la negociación"" con ETA http://t.co/RnfQo9Uy vía @libertaddigital",N,AGREEMENT
Cierre de campaña #elcambioabdaluz #malaga http://t.co/k5VkwLe6,NONE,AGREEMENT
Mi #ff a los seis legionarios que combatieron heroicamente el 7 de marzo http://t.co/9n6ymjwM,P,AGREEMENT
http://t.co/NyzgG0zh,NONE,AGREEMENT
Feliz!! #yeswespain y #yeswespainISDIFFERENT han superado los 150.000 espectadores!! Gracias a todos!!,P+,AGREEMENT
"Felipe pide ""sentido común"" a Rajoy por las reformas. Rajoy apela al sentido común para hacerlas. No perdamos el sentido. #25MRebélate",N,AGREEMENT
Manipula el término transparencia para el ajuste y el castigo a la inversión y los servicios públicos. El gobierno interviene la política.,N,AGREEMENT
"Entonces, con la Ley de transparencia ¿nos vamos a enterar de lo que cobran los sindicatos?",NONE,AGREEMENT
@cayo_lara has pedido perfon por quitarle derecho a voto a los paraplejicos? Desafortunado simil cuanto menos,N,AGREEMENT
#ElCambioAndaluz Arenas planteará anticipos reintegrables a 10 ó 15 años para Ayuntamientos “en... http://t.co/6NrD28HO @javierarenas_pp,NONE,AGREEMENT
El gobierno aprobará una ley de transparencia http://t.co/giTEJeM6 arrinconada en los cajones por el ejecutivo del PSOE http://t.co/yddp4pcc,NEU,DISAGREEMENT
Hola London! http://t.co/H25iY7Ut,NONE,AGREEMENT
Quien avisa no es traidor: Quedan sólo 10 funciones en madrid d #yeswespainISDIFFERENT y t lo vas a perderaa? Te espero!;),P,DISAGREEMENT
#FF RT @patriestevez: @maruhuevar @JoseMacill72 @GuillermoUtrera @anaroski @mariviromero @au_auxiliadora @MSacra todos a una #votaPP oleee,P,AGREEMENT
En los últimos años he aprendido a leer la prensa salmón. No sé x q pienso q en sus páginas vendrá la primera señal de q la tormenta pasa.,P,AGREEMENT
A ver sI adivinais donde estoy. http://t.co/VWYhonIm,NONE,AGREEMENT
"RT @namarty: @mariviromero Recordad el domingo se adelanta el reloj una hora, excepto en Andalucía que se adelanta 34 años. #elcambioandaluz",NEU,AGREEMENT
"“@la_informacion: El hermano de Merah se declara ""muy orgulloso"" de los asesinatos de Toulouse http://t.co/6loFSDpq” @Suanzes",N+,AGREEMENT
"La campaña de @javierarenas_pp : 6.150 kilómetros, 319 propuestas y 48 entrevistas. http://t.co/kZmvjswb vía @diario_sur",NONE,AGREEMENT
"Mañana publico en #larazóndelsábado artículo sobre el nuevo #ipad ""Nos toca morder"" ... @LARAZON_es",P,AGREEMENT
"Acabo de hacerme suscriptor de Mongolia, una nueva revista satírica que dará que hablar http://t.co/19ujzfGh",NEU,AGREEMENT
"Es inaudito lo de la profesora pidiendo 1 minuto d silencio x el terrorista francés. Dijo q fue ""víctima"" de Sarkozy. Normal q la despidan.",N+,AGREEMENT
Y más...“@Dirigentes: Prénatal sella un acuerdo para cerrar 40 tiendas y despedir a 273 trabajadores http://t.co/HXoll72L #economia #ecofin”,N,AGREEMENT
"?@PaquiVicente: Toxo: ""Por encima del derecho a trabajar, prevalece el derecho a la huelga"".Comunistas y socialistas de #Tw,¿Me lo explican?",NEU,AGREEMENT
"Cuando la marea azul invade España, aquí tenemos la blanca y verde!!!",NEU,AGREEMENT
Vamos a por #yeswespainISDIFFERENT !! Nos quedan solo 10 en Madrid!!,P,AGREEMENT
Comienza su intervención en el acto de cierre de campaña @javierarenas_pp . Siguelo en directo en http://t.co/OBTE5Cx2,NONE,AGREEMENT
".@javierarenas_pp "" le vamos a ganar la partida a los mercaderes del miedo. El único miedo que he captado es el miedo a que todo siga igual""",P,DISAGREEMENT
"Ofrecemos un gobierno decente, de soluciones y que apoye el talento, que es mucho y nos sobra en #Andalucía. #votaPP",P+,AGREEMENT
"Sin vosotros no soy nada. Con la fuerza del sur, ganaremos el futuro. Nadie nos va a poner de rodillas.",P+,AGREEMENT
"Si queremos, podemos! Depende de ti! Vamos a ganar las elecciones!",P,AGREEMENT
"El soundcheck de hoy lo compartiré con la prensa de México DF, gracias por  vuestra compañía.",P,AGREEMENT
Mañana GIRONA!!!,P,AGREEMENT
Cafe Berlin. Flipando con el concierto en directo. Ríete de Manhattan. http://t.co/4czNjIwf,P,AGREEMENT
Buen día amigos : ),P+,AGREEMENT
;-) RT @MayteOtero: #sumatealcambiodehora RT @elmundo: Adelante esta noche su relojes: a las 02.00 serán las 03.00 http://t.co/WsIPql37,P,AGREEMENT
Hay que ir RT @mystra74: Carlos Aires transforma el CAC Málaga en una feria sobre el deseo y la barbarie http://t.co/3OY1g5yp / @cacmalaga,P,DISAGREEMENT
El niño del avatar era más listo y despierto que el adulto que hoy le pone. Y como los de @asuntosgarrido lo hablaba todo con la Z. AdioZ :),NEU,AGREEMENT
"+ 1.000 MT @manuelerice: @ajmencia Enhorabuena a todos por #iRedes. Magnífico resumen de @jlori. Redes y Twitter, mas importantes #storify",P+,AGREEMENT
De verdad q una mujer-florero no es inteligente? Creo conviene recapacitar sobre vuestras definiciones :),N,DISAGREEMENT
"¿Tiene sentido la política fiscal del Gobierno?, por Ignacio Conde-Ruiz  y Juan Rubio-Ramírez http://t.co/5mOejUzX",NEU,AGREEMENT
"""Pacheco y el PSOE le chuparon la sangre a Jerez y aparecen ahora...: http://t.co/TohqiWEg vía @diariodejerez",N+,AGREEMENT
¡La primera buena noticia desde que empezó la crisis! “Miss España cierra por quiebra - http://t.co/Sfe1fkAG - ”,NEU,DISAGREEMENT
"Un cuento infantil de mi amiguete Juancho, si os gusta votar por el que es buena gentehttp://t.co/yq0UuWXf",P+,AGREEMENT
Sabina anima a participar en el 29-M con el canto “a la huelga madre”. Y Serrat también. ... http://t.co/t5TLMnXs,NEU,AGREEMENT
Que os parece que @Gllamazares pretenda usar sus privilegios de diputado para que a sus recomendados se les perdonen las multas?,N,AGREEMENT
"Barcelona 20 grados, solecito... Que maravilla!!!",P+,AGREEMENT
Cantando Yolanda con @jesusmarana y @juanluiscano Tarde de arte http://t.co/NV8uocGp,P,AGREEMENT
"Aquí, el protagonista de la cerveza. http://t.co/50OjLjKw",NONE,AGREEMENT
EE.UU. no pone un duro en España http://t.co/lfGvT8ZP,N,AGREEMENT
Impresionante el reportaje de @informesemanal ahora mismo sobre el seguimiento a etarras...,P,AGREEMENT
"Mil gracias ;-)) RT @monchomartinez1: @mariviromero @informesemanal Los mejores deseos para mañana, desde Valladolid",P+,AGREEMENT
Hoy en Sopuerta(Bizkaa):Un edil de Bildu amenaza a sus vecinos por ir contra el proceso -http://t.co/qbrDGMWU vía @larazon_es,N,AGREEMENT
"Ya en marcha la web especial de  @giraldatv para la #ssanta12. Emisión en directo, chat, noticias… http://t.co/EDAuBZll¡Disfrútala!",P,AGREEMENT
Lista para descargar en tu móvil o tableta la aplicación oficial de@giraldatv para la #ssanta12 Gratis!!TV de servicio pco para #sevillahoy,P,AGREEMENT
"@alfonsomerlos @MJFdz Perdón, Maria Jesus!!!!!",NONE,AGREEMENT
"Victoria del Real Madrid 5-1( dos Benzema, dos Ronaldo y uno Higuaín) frente a la Real Sociedad",NONE,AGREEMENT
Ahora en @la1_tve (watching Amantes) http://t.co/uoP7B0fK,NONE,AGREEMENT
"Hoy sábado soñemos... ""The river of dreams"" de Billy Joel. Para ti. http://t.co/IvtmtYFj",P,AGREEMENT
"Alguien ha visto ""Al borde del abismo""?Recomendable? O ""a olvidar""?",NEU,DISAGREEMENT
"“@evalovemusic1: @David_Busta madre de dios, se me hace raro unir bustamante 30 años jaja”YA SOMOS DOS!!! jajajaja",P,AGREEMENT
GRACIAAAAAAAAAS!!!! OS AMOOOOOOOOOO!!!!???,P+,AGREEMENT
"Buenos dias , entoces ya son las 8?",NONE,AGREEMENT
"Los funcionarios d la Comisión Europea q nos visitan tanto estos días no es xq estemos vigilados sino q es algo ""rutinario"" no como antes:)",N,DISAGREEMENT
Y @naranjoisabel votando ;-)) http://t.co/fFOaoaAy,P,AGREEMENT
ahora con @Ana_Torroja en Protagonistas fin de semana!!,P,AGREEMENT
Lo único nuevo es una Delegada del Gobierno que castiga el derecho de manifestación y se burla de las iniciativas de los diputados.,N+,AGREEMENT
Buen domingo tengamos,P,AGREEMENT
"Discurso del Delegado de Fiestas Mayores,G.Serrano.Inicio dl Pregón #ssanta12.Directo n @giraldatv http://t.co/LclpzVeQ",NONE,AGREEMENT
“@maximhuerta: @David_Busta Treinta!? Bien vividos! Un abrazo fuerte estrella.”Muchas gracias querido!!!,P+,AGREEMENT
"tenemos 5 veces mas q California ""Nuestra economía no puede soportar el exceso de universidades"" http://t.co/oP4nk0xT",N,AGREEMENT
"Gran Pregón d #ssanta12 el de Ignacio P.Franco.En directo en @giraldatv,en nuestra web http://t.co/KAvZwnqh y x 1a vez en lenguaje de signos",P,AGREEMENT
"Para los grandes defensores de la España autonómica, una gran recomendación, ""La casta autonómica"" de Gabriel Cruz y @sanmima . Libro 10!",P,AGREEMENT
¿Hay futuro para la socialdemocracia?  EL PAÍS comienza este debate con un texto de Sol Gallego-Díaz http://t.co/iU2HSpxu via @el_pais,NONE,AGREEMENT
@David_Busta Felicidades David! Me encanto tu ultimo videoclip! (cantando las 40 a unos plastas ;),P+,AGREEMENT
"“@Jandrohormig: @David_Busta Felicidades y disfruta de tu melena, otros no pudimos...”JAJAJAJA! por mucho tiempo! Gracias!!!",P,AGREEMENT
GEOLOGÍA | Bacterias en el Universo¿Ha llegado vida a Marte procedente de la Tierra?http://t.co/d3jGOMA9,NONE,AGREEMENT
"Quiero agradecer a todos los que me saludaron en la Disco en Alicante, al 52% de -eres un maquina!-al 34% de -nos hacemos unas pajillas-...",P,AGREEMENT
... e incluso al 12% de -arrf unm auo mmg ggn-,NONE,AGREEMENT
RT @Berto_Romero: Tomando un café con mi amiga Sandra / Coffee with my friend Sandra http://t.co/M9ApHKYz,P,AGREEMENT
La hecatombe,N+,AGREEMENT
Durante 4 años en España: Inyección de 110.000 millones de euros a la banca http://t.co/UKD3jVMQ,N,AGREEMENT
"Me ha dolido la muerte de Tabucchi como si le conociera. Bueno, leer a algunos escritores es como conocerles...",N+,AGREEMENT
andaluces y asturianos van a propiciar nuevos #gobiernos populares d @javierarenas_pp @cherines_pp tan buenos como @conmdcospedal  en #CLM,P+,AGREEMENT
“@Carlos_Latre: @David_Busta felicidades GRande!!!;) todo mi cariño!!;)” GRACIAS AMIGO!!!,P+,AGREEMENT
"Mucha tranquilidad entre los populares andaluces. También en el circulo de Rajoy, desde donde no preven que llegue a Génova antes de las 8",NEU,AGREEMENT
"Esta misma noche, sin digestión de los resultados, Rajoy vuela a Seúl, donde tendrá un encuentro informal con Obama",NONE,AGREEMENT
Esta es la tienda. Calle Narváez. Madrid http://t.co/woOMl86C,NONE,AGREEMENT
Difícil interpretar aún esta caída en la participación en las elecciones en Andalucía y en Asturias. Desconcierto en las redacciones.,N+,AGREEMENT
Oigo que la noche será larga en Andalucía. Por lo ajustado del resultado? o por cómo hará la Junta el recuento? #transparencia,N,AGREEMENT
"A las 12h había votado en las andaluzas un 10% menos que hace 4 años. A las18h, un 12% menos",NONE,AGREEMENT
"Para analizar la participación, no hay que comparar Almería con Sevilla, si no dentro de cada provincia determinados municipios :) :) :)",NEU,AGREEMENT
Ahora 17personas concentradas en portal iglesia Elorrio para respaldar asesinos ETA.Gracias a dios cada vez son menos http://t.co/RojVi5DM,NEU,DISAGREEMENT
"Muniain, en la banda, en calzoncillos. Sí, es un niño.",NONE,AGREEMENT
Ahora a esperar los resultados de las elecciones mucha suerte a los andaluces y asturianos en especial a J. Arenas y Cherines,P,AGREEMENT
"En el III cuarto un buen LagunAro ha vuelto a meter 24. La defensa del Madrid patética. Aun puede ganar, pero qué falta de actitud.",NEU,DISAGREEMENT
Si sólo hay una encuesta(IPSOS) pq he contabilizado ya 20diferentes resultados israelitasaa? #IntoxicadoresDeJornadaElectoral,N,AGREEMENT
"Resultados en Sarre: CDU de Merkel fuerza más votada, pero su socio de coalición, clínicamente muertos Aires de Gran Coalición?",N,DISAGREEMENT
Lo qe les fastidiara de la foto es que se ve que son solo17concentrados para respaldar a los 16 presos deETA deElorrio http://t.co/vdw6wQUy,N,AGREEMENT
"Andalucía tiene históricamente una de las tasas de participación más altas y Asturias, de las más bajas del país. Hoy se desploma en las 2",NEU,DISAGREEMENT
"Estamos a punto de empezar en @CCMTV1 el programa  especial de las elecciones andaluzas y asturianas, con @PMorales y un gran equipo",P,AGREEMENT
"#eleccionesandalucia en @giraldatv. Comienza Avance Informativo. A continuación, Especial Elecciones con Patricia G. Mahamud #sevillahoy",NONE,AGREEMENT
"Guerra de encuestas! Canal Sur no da la mayoría absoluta al PP, y otras sí.",NEU,DISAGREEMENT
"Sondeo de Ipsos Eco consulting en Andalucía: PP, 52-55 escaños. PSOE 45-48. IU- 8-10. La mayoría absoluta está en 55 escaños.",NONE,AGREEMENT
Rajoy ya está en Génova para seguir los resultados. Montoro estará en la sede de Sevilla junto con Arenas,NONE,AGREEMENT
Avance Canal Sur #malaga : PP 8-9 Psoe 6-7 IU 1-2 .,NONE,AGREEMENT
Los primeros resultados en Andalucía se conocerán a partir de las 20:50.,NONE,AGREEMENT
No sé por qué pero algo me dice que los datos van a ser mas favorables al @ppandaluz que el sondeo de Ipsos para Canal Sur,NEU,DISAGREEMENT
Esta tarde no he podido pasarme mucho por el barrio tuitero. Pero sigo aquí. @joseribagorda y yo os esperamos a las 21h en @informativost5,NEU,AGREEMENT
#5M Empiezan los resultados del escrutinio en #Astruias http://t.co/pQA7Cu8S,NONE,AGREEMENT
Para seguir los resultados de las elecciones andaluzas: http://t.co/8e1H2FvF,NONE,AGREEMENT
;-)))))) RT @elisa_cj: En la sede del @ppandaluz se respira tranquilidad #25M #Andalucía,P+,AGREEMENT
Moncloa apuesta por 57 escaños y ya deben tener primeras papeletas escrutadas. Pero no noto euforia.,NEU,AGREEMENT
"En Asturias parece cnfirmarse la victoria del PSOE, se deberia dejar gobernar a l lista mas votada? Dado lo dificil para formar mayorias, si",P,AGREEMENT
#25M #Andalucía 23'15% escrutado PSOE 54 / PP 45  / 10 IU,NONE,AGREEMENT
"Oriol Pujol, el hereu. Nombrado secretario general del CDC.",NONE,AGREEMENT
Pp andaluz cauto. Todavía queda el recuento de las ciudades.,P,AGREEMENT
"Cabe imaginar que Javier Arenas está rezando mucho, a la Macarena... o a Sánchez Gordillo.#25M",NONE,AGREEMENT
Al 90% en Asturias: PSOE: 16; FAC: 13; PP: 10: IU: 5; UPyD:1.,NONE,AGREEMENT
En Asturias Foro + PP y en Andalucía es de infarto...,N,AGREEMENT
Casi al 90% en Andalucía: PP: 50; PSOE: 47; IU: 12. Muy difícil ya la mayoría absoluta (55) para PP.,NONE,AGREEMENT
No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos.,N+,AGREEMENT
Enhorabuena al PP de Andalucía. Victoria histórica. Respeto a la decisión de los andaluces.Ellos son dueños de su elección y de su futuro.,P+,AGREEMENT
